ID,question
2379,contraception orale antiépilpetiques
2380,a quelle dose prescrire diazepam visée décontracturante
2381,prend leeloo remplacement daily ge fini samedi dernier ere plaquette depuis peu plus semaine pertes marrons vrai regles dois inquietez
2382,decontractyl mg quoi
2383,nausées motilium
2384,escitalopram sipralexa fait grossir
2385,quoi prendre après diane
2386,quelle fréquence alopécie sous aubagio
2387,arrêté effexor apres journée essaie cause effets secondaires alos sais si dois continuer symptômes vont disparaitre
2388,avlocardyl utile contre stress exams
2389,combien granules thymuline fille
2390,depuis jours sous microval ventre a encore gonflé pensez ca possible tout ca liés a cette pilule
2391,prenant skenan morphine voudrais savoir quel les effets indésirable médoc peut déceler sang
2392,bonjour a tous ans prend actuellement seroplex depuis mois aimerai prendre complement alimentaire cellule boost entre autre taux testostérone musculation aimerais savoir si a contre indications effets nuisibles peuvent apparaitre si associe substances voila si pouvez aider ca sympa merci
2393,stérilet mirena surpoids
2394,existe générique daflon
2395,bonjour cela fait maintenant deux mois sous cerazette médecin dit seule pilule peut prendre a hausse cholestérol hypertension er mois quasiment règle vraiment très léger dit parce première fois prenais pilule désogestrel voila avoir règles dimanche toujours rien contre moment vraiment très mal ventre inquiète peut car médecin dit bien prendre a heure fixe car sous cette pilule grossesse vite arrivée pourtant bien prise normal règles merci
2396,posologie arnica ch
2397,bonjour besoin aide cela fait plusieurs mois sous pilule contraceptive leeloo ge comprimés après pause reprise lundi juin rapport cr jeudi oublié prendre pilule samedi soir donc première semaine prise comme indiqué papier pris pilule dès réveil h après prise habituelle reprendrais pilule normalement soir noté risque particulièrement élevé puisque agit première semaine plaquette puis prendre pdl inutile cas là merci avance
2398,prends duphaston rétablir cycles dés commence cure exténuée voulais donc savoir si normal
2399,savez si vaccin grippe peut etre fait quand essai béb é
2400,doit trouver solution vacciner petite mois contre hépatite a peut remplacer havrix twinrix
2401,a quoi sert médicament hexaspray
2402,vaccins dtp où piquer
2403,oligosol manganèse cuivre chez enfant ans
2404,seroxat a incidence sommeil
2405,deroxat fait grossir
2406,pullile microval plus regle
2407,méthadone traverse barrière placentaire
2408,chondroflex déconseillé diabète
2409,alcool vendredi soir puis vaccin gardasil samedi matin compatible
2410,sous cerazette depuis plus règles gonfle pris environ kgs problème
2411,commencé prendre générique levothyrox levothyroxine biogaran depuis beaucoup palpitations insomnies sens bien problèmes levothyroxine biogaran
2412,a quoi sert provames utrogestan
2413,bon prendre zyrtec tous les jours
2414,sous quelle forme présente motilium
2415,quel vaccin anti grippe sans aluminium
2416,a prescrire deroxat a dit semaines les premiers effets juste
2417,prends oenobiol aimerais maigrir encore peu alors aimerais bien avoir conseils produits efficaces lesquels testés lesquels mieux marché
2418,sous adepal depuis bientot ans seulement jai oublié pillule pendant jours les derniers jours plaquette jai donc passé semaine pause hier jai rapports sexuels alors recommencé pillule aujourdhui devrais allé chercher pillule lendemain
2419,problèmes a éjaculer depuis prend citalopram cela va persister améliorer
2420,prend tranxene mg depuis deux mois fais dépression sévère médecin a prescrit deroxat contre partis dois faire sevrage tranxene plus nausées ni angoisses affreux vertiges pensez cela viendrais sevrage
2421,baisse plaisir diane normal
2422,fait posé stérilet mirena mois avril cette époque là pensais vraiment avoir deuxième enfant ans désir bb fait sentir plus tôt prévu genre chose ça commande comme quoi parfois veut planifier puis désir bouleverse tout pense donc retirer juillet quand puce ans après retrait mirena combien temps a fallu retrouviez cycle normal gygy a conseillé attendre cycle avant commencer les essais évacuer les hormones merci
2423,tercian anti dépresseur
2424,sous transipeg depuis qq mois a nette amélioration dès arrête galère autre solution efficace contre constipation chronique
2425,salut tout monde commencer ere plaquette jasminelle avant etais sous méliane regardé net fais peur vu tout difficile vrai faux les femmes parlent beaucoup emboli pulmonaire sous cet pilule voulais savoir quels les symptômes emboli savais meme pilule pouvait rendre autant malade a point
2426,zoloft effet indésirable
2427,silicea ça sert quoi
2428,effets secondaires athymil
2429,quel dosage azithromycine chez jeune enfant
2430,peut trouver stresam vente
2431,pouvez dire a propos mirena
2432,diu cuivre remboursé non
2433,administration gouttes betamethasone solution buvable chez nourrisson mois possible les mélanger lait eau biberon nourrisson tolère goût les recrache systématiquement
2434,trouver griffonia
2435,souhaiter retarder règles solution homeopatique prendre granules
2436,arreté pillule diane décembre essai bébé après plus mois ni règle ni ovulation courbe température depuis mois demi test ovulation depuis semaines normal
2437,puis prendre effexor stresam temps
2438,pilule melodia shit vomissements
2439,sous patch evra depuis trois semaines réactions hypoallergéniques plaques démangaisons signe inquiétant
2440,sous pilule contraceptive leeloo gé a mois commencé avoir sortes diarrhée tous les matins pilule chaque jours assimile les quatre heures
2441,thailande plusieurs mois pediatre conseillé faire vaccin japonaise b fille a ans dangereuxi
2442,gynécologue a prescrite luteran mg arret jours aimerais savoir si cette pilule vais prendre poids
2443,effets indésirables rituxan
2444,opté celui cuivre a dit cela faisait mal ensuite effet indésirable
2445,quels les effets secondaires microval
2446,question androcur
2447,a interaction entre anneau vaginal levothyrox
2448,prends méliane depuis an demi environ oublié prendre dimanche soir prise h après heure laquelle devais prendre conduite tenir
2449,quelle creme secheresse vagin
2450,deroxat absence règles
2451,principaux effets indésirables quinine
2452,microval a quand meme les regles
2453,prends pillule ludeal gé depuis mois continuellement petits saignements assez gênants vont continuer pendant second mois prise pillule
2454,vaccins dtp hépatire b possible pendant grossesse
2455,ressent aucun effet sous effexor normal
2456,sertraline baisse libido
2457,deroxat fait effet longtemps
2458,petite fille semble faire allergie doliprane sirop pâleur frisson lèvres bleuies doliprane suppo qqun a déjà observé phénomène
2459,seroplex mg insomnie
2460,infanrix quinta contient plus aluminium pentavac
2461,acide folique effets secondaires
2462,a jrs pris lysanxia meme temps alors enceinte cinq semaines dangereux foetus
2463,quelque connait remede homeopathique calmer les démangeaisons fin grossesse
2464,souhaitais savoir si minidril remboursé sécu
2465,a danger les huiles essentielles pendant grossesse
2466,xarelto contre indiqué phénobarbital
2467,déjà fait injections gardasil première a faite bout presque ans vie sexuelle dois continuer dernière injection
2468,bonsoir prends minesse comme pilule depuis plus deux ans partie vacances courant juin mer les précautions gynéco attaquer autre plaquette avoir règles pendant séjour problème présent deuxième plaquette sans avoir omis prendre pilule règles depuis plus semaine normalement devrai les avoir jours aimerai savoir si coup vais les avoir jusque fin plaquette cke ça va rétablir dès prochaîne plaquette protégée pendant règles non programmées merci avance réponse
2469,connait calcibronate
2470,effets secondaires possibles début traitement previscan
2471,quelle dose maximale magnésium
2472,vaccin méningite
2473,faire cas augmentation potassium suite prise effexor
2474,arrêter reprendre antibio cest dangereux
2475,dois donner calmosine contre les coliques avant chaque bib a puced' mois demi prend aussi zymaduo pensez puisse les donner derriere autre espacant
2476,beaucoup nausees sous mirena comme malaise vagal tete mirena
2477,prends xanax contre anxiété crois ça fait rien tout peut être ça empire trouve tres agitée tremblais partout fasciculations rapides les fesses aimerais savoir si ça peut venir xanax car vu notice peut arriver les effets contraire effets recherchés dire agitation tension dois stopper xanax
2478,deroxat pendant grossesse quels les risques
2479,acheté prevenar infanrix fille mois vaccins injectés jours après achat quand revenu docteur vu frigo affichait degrés donc trop élevé quel les risque encouru tres dangereux fille
2480,si decouverte grossesse semaine apres vaccin fievre jaune risque malformation bebe merci
2481,vaccin bulle
2482,fait test urinaire a infection donc médecin a donné monuril h après vraiment troubles intestinaux comme écrit notice nausées diarrhés qq parmis a également cet effet
2483,methadone subutex sevrage hero mécanisme
2484,bonjour savez si vaccin contre grippe disponible dois dire hésite toujours enfants a certaines années où les a vacciné ils portaient plus mal toujours peu sceptique
2485,quels les effets minesse
2486,diane boutons
2487,stediril protégées dès premier jour
2488,peut substituer methadone
2489,quelle dci spasfon
2490,retrait mirena depuis jours saignement important
2491,connait arava
2492,fais crise angoisse médecin propose equanil mg medicament calme provoque forte insommolence fatigue mal coeur finir insomnie medicament dangereux personne assez faible
2493,normal sentir ralenti lendemain prise norset
2494,norset coût
2495,pharmacienne souhaite savoir si peut conseiller monasens gel patiente enceinte mois contre sécheresses vaginales
2496,millepertuis réaction croisée implanon
2497,magnesium bon mauvais pendant grossesse
2498,bien médicament devrais revenir effexor
2499,gynécologue prescrit mg aspirine femme enceinte prévention pré éclampsie contre indiqué
2500,comment prescrire mitélase
2501,huiles essentiels baume tigre consequences
2502,a souvent cas kystes ovaires kystes éclatent microval
2503,faire quand a ordonnance deux patchs emla nourrisson moins mois
2504,bonjour prends mercilon depuis mois voudrai savoir si a pilule tout temps fatiguée juste arrivée hiver sinon question trop conne a poser bon tant pis ose faire amour quand viens finir regles eme jour ± risque rien vu prends pilule pendant semaine voila honte poser cette question espere quand rendrai bisous a toutes
2505,pulmicort & insomnie
2506,prend lutenyl ca fait deux mois règles mois ci pertes millieu cycle normal
2507,angine sous antibio orelox souhaiterais savoir cb temps contagieuse
2508,quel médicament peut soulager sacrée poussée herpès faciale
2509,voudrais savoir si jasminelle éfficace si commençais ème jour cycle si oui bout combien temps
2510,dosage effexor posologie maximale
2511,quon peut délivrer sterdex enfant ans
2512,prend pilule trinordiol début anné pris pilule retard devais prendre decembre soir pris deux soir décidé faire pause avoir règles voila cela fait deux jour saigne grave dois inquiété encore protégee
2513,effets secondaires influenzinum
2514,seropram fait grossir
2515,combien gouttes célestène donner bébé mois pesant kg
2516,pharmacienne contacte car aimerait savoir si prégabaline mg sandoz indiqué traitement douleurs neuropathiques comme lyrica
2517,luteran nocif
2518,conséquences pyostacine quelque a déjà ça
2519,symptômes effet vaccin contre papillomavirus
2520,sous depakote depuis quelques mois aimerai savoir quels les effets secondaires
2521,effets secondaires tardyferon
2522,dois passer pillule diane pillule perleane pensais reprendre apres jours arret diane notice ils parlent reprendre directement suite plaquette precedente cas contraception oestroprogestative diane cas dois faire
2523,temgesic entraine problème erection
2524,peut encore utiliser lantus après jours hors réfrigérateur
2525,comment arreter lysanxia
2526,quelles indications les pansements vaseline ils remboursés
2527,doliprane introduit vagin a effet avortant
2528,depakote quelle forme pharmaceutique
2529,crise angoisse solutions
2530,peut faire vaccin contre grippe enceinte
2531,voulais savoir si seroplex pouvait avoir impact sr fertilité
2532,infanrixtetra tetravac lequel moins chargé alu
2533,règles depuis mois prise jasminelle trop tôt besoin aide
2534,prends pilule triafemi dois arreter pilule jours dois reprendre er comprimé ème jour ème
2535,suite prescription concerta lp mg ordonnance compte tenu posologie arrive quantité délivrer unités alors quil a unité boîte comment délivrer
2536,vaccins où faire
2537,prozac semaines ils disent
2538,quelque connait médicament sargenor vitamine
2539,quel dosage calcium donner pédiatrie les mois lait sans protéine lait vache
2540,puis prendre lectil place serc bétaserc
2541,prendre augmentin alcool possible
2542,préparatrice hôpital souhaite savoir quelle couleur les comprimés candésartan mg sandoz
2543,informations composition générique biseptine
2544,prends pillule minidril seulement matin pris pillule alors pris pillule lendemain jetai homme donc a rapports demande si dois prendre pillule prise matin si demain dois prendre pillule normalement
2545,possible avoir taux progesterone trop bas sous jasminelle
2546,famille plusieures personnes manquent methionine acide aminé existe cela homéopathie methioninum ch puis prendre lieu methionine
2547,stérilet entraîne complications infections
2548,ça fait jours prends traitement plus moins homéopathique contre acné a prescrit dermato prend granions zinc poconéol silicea remarque depuis jours crise acné normal
2549,vaccin varicelle
2550,risperdal psychose
2551,pris sachet secnol puis a bristopen pendant jours géllules matin soir plus ovule monazol peut continuer les essais bébé
2552,deroxat remonté moral
2553,peut délivrer toxiques ordonnance had reçue fax
2554,prothiaden grossesse
2555,peut prendre trinordiol flanid temps
2556,a qq connait duphaston
2557,existe générique avodart
2558,quelle partie corps fait vaccin repevax priorix tubertest engerix
2559,utilise nuvaring mis nouvel anneau ça fait quand h retard pensez doive utiliser préservatifs plus mois ci tomber enceinte
2560,peut prendre millepertuis anxiolytiques anti dépresseurs
2561,faut espacer les prises granules homéopathiques si a plusieurs souches prendre moment
2562,voulais savoir a intéractions médicamenteuses entre nuvaring seroplex
2563,prend seropram les effets secondaires peuvent durer longtemps
2564,comment utiliser duphaston
2565,pharmacienne souhaite savoir si conditionnement actiq permet déconditionner les unités délivrer quantité exacte
2566,question medicament
2567,quel risque utiliser doliprane mg périmé a mois
2568,peut prescrire vogalene pendant grossesse
2569,faut prescrire thyroxine remplacement levothyrox
2570,viens ere fois enchaîner deux plaquettes pilule méliane remarqué faisais sporting moment où avoir règles voulus savoir si cela normal
2571,les vaccins ils photosensibilisants
2572,enchainé plaquettes holgyeme vien finir deuxieme plaquettes arete pdt jours dc regles vont arriver bientot faudra ke reprenne plaquette eme jours
2573,actuellement réveil maux têtes importants acouphènes pulsatiles quelque connait effets secondaires séroplex
2574,g dafalgan fois dangereux quels les risques
2575,arreté diane car pris kilos sous dermato a prescrit jasminelle comment passer autre
2576,possible tomber enceinte alors stérilet mirena depuis mois
2577,a mois pris trinordiol malencontreusement gynéco a conseillé arrêter reprendre mois ci or a jours j'ai petites pertes brunes prises début règles fait encore règles devrais les avoir avant semaine donc recommencé pilule trop tôt dois faire tout protègée va passer prochaine plaquette
2578,aimerais savoir si subutex dangereux enceinte pendant toute grossesse mg jour
2579,lysanxia équivalents
2580,seropram gouttes sevrage
2581,seroplex phobie sociale
2582,sous gelsemium granules ch raison granules prise demandais si peux prendre plusieurs fois journée moins souvent augmenter nombre granules
2583,prends cerazette fois regles brulures pendant les rapports peau catastrophique imagine tout ca dû cette pillule a filles les memes problemes ca va calmer
2584,prend a decontractyl jour veux arreter dois faire sevrage quel les symptomes
2585,quelle demi vie stimol
2586,combien temps met tranxene a agir
2587,ludéal ge donne bouton
2588,lamisilate monodose peut être utilisé main
2589,voilà jours descendu paroxetine comprime jour les symptômes anxiété panique revenues sevrage
2590,aimerais savoir si trop forte consommation doliprane g peut être dangeureuse santé
2591,peux arreter effexor seul coup
2592,lovenox enceinte
2593,vaccin contre tetanos
2594,utilisation exacyl peut empecher venue grossesse
2595,pensez orap prend journée car impression prendre somnifères
2596,comprend trop ordonnance gynécopour pilule marqué éme jour régles commencer luteran jusq'au éme jour mois aprés fait comment chose
2597,quels les effets secondaires pilule adepal
2598,combien coute pilule jasminelle
2599,arret effexor duré vertige
2600,bonsoir voila prend pilule jasmine apercu g oubliee prendre compris hier g dc pris celui aujourdhui a h comme habitude ss prendre celui hier dois prendre comprimé oublié ca va joué regles merci repondre
2601,peut prescrire timoferol pendant grossesse
2602,effets secondaire spironolactone aldactone
2603,leponex métabolisation
2604,depuis mois fais plus pause jours pilule tricilest oubli jeudi soir prise vendredi apm pris norlevo pharmacienne dit protégée jusque fin cycle pouvez dire vrai
2605,bonjour voila question mère voit depuis peu nutritionniste fait injections lidocaine ventre les cuisses si abuse agit anesthésique local trouve aucune piste disant produit agit graisse quelque information
2606,intéraction possible entre homéopathie pilule minidril
2607,sterilene cuivre
2608,peut renseigner acide folic
2609,prends pilule minesse microcosme peut etre a origine plus cholestérol minidosée
2610,décidé faire vaccins tétanos vais chez médecin fait rappel si immunisée pourquoi rappel après mois
2611,helicidine si toux productive
2612,peut casser previscan
2613,grossesse synthol decontractyl autorisé
2614,effexor mg lp prozac
2615,voila prend deroxat depuis jours toujours effets benefiques meme si les effets secondaires atroces paniques angoisses debut disparus normal ps prend cp soir crises angoisses legere depression
2616,dafalgan surdose
2617,oublié pilule qlaira quel risque tomber enceinte
2618,combien temps après arrêt adepal pouvoir tomber enceinte
2619,suite a prés eclenspy lors premiere grossesse fait tention arterièlle désire autre grossesse arrive car règle irégulière prend lercan foziretic comment faire tout cela
2620,xanax alcool
2621,symptômes vaccin contre papillomavirus
2622,bonjour tout monde petit soucis moment sous trinordiol ceux savent a trois sortes comprimé ds ordre rouge blanc jaune [s]hier[ s] trompée lieu prendre [s]eme[ s] comprimé rouge pris eme comprimé blanc [s]aujourdhui[ s] repris dernier comprimé rouge [s]eme comprimé [ s]et [s]demain[ s] reprend [s]le eme [ s] blanc fe eme eme eme voulais savoir ils fallait utilise autre moyen contraception a risque grossesse dois utiliser préservatif merci repondre byzoux
2623,personne travaillant prestataire hospitalisation domicile voudrait savoir si biprofénid ampoule injectable disponible
2624,a donné cacit vitamine calcium vit là a donné place sterogyl a effets secondaires
2625,quels conseils utilisation seasonique
2626,dois changer pilule passe desobel traitement androcur provames fini plaquette desobel vendredi dernier règles aujourdhui mercredi ordonnance marqué prendre androcur provames è jour règles donc a partir moment prend plus pilule donc compte a partir samedi dernier alors a partir aujourdhui jour règles
2627,fait plus pouvoir manger prendre prozac dangereux
2628,allergique flucon faire
2629,pourquoi levothyrox manque fabricant
2630,médicaments annulent effet stilnox
2631,comment appelle vaccin enfant contre méningite
2632,souffre rgo a conseillé pariet existe autre chose moins chimique sans contre indications aussi efficace
2633,crise angoisse solutions
2634,salut a tous sous zoloft depuis semaines angoisses grand mere a acheté millepertuis a prendre tisane deux traitements compatibles merci réponses
2635,quels les effetsindésirables xeplion
2636,médecin a prescrit cardiocalm vraiment efficace contre les palpitations
2637,deroxat effets secondaires bout combien temps
2638,alors voilà vais commencer traitement tant contraceptif seuleument luteran contraceptif seuleument bout compris pris affiler ca signifie durant jours saurais protégé
2639,décidé diminuer deroxat depuis mois hyper sensible tout prend proportions impressionantes les effets sevrage
2640,quels les différents dosages disponibles lamictal
2641,prend zyrtec attenuer allergies y'a aucun effet secondaire autre
2642,bonjour pris medrol jour pendant semaines semble durer développé joues connaissez cet effet cela va durer longtemps merci témoignage
2643,cerazette effets secondaires
2644,utilisation previscan peut entrainer augmentation diabete
2645,comment éviter régles pillule qlaira
2646,interraction jasmine & oméprazole
2647,question porte testo gel gel applique peau ferait monter taux testosterone ça a chance marcher si oui comment ça marche comment hormone peux passer comme ça peau sang
2648,peut appliquer macaron menthol atténuer les migraine fillette ans terrain peu allergique
2649,grossesse aspirine
2650,anafranil temesta
2651,quels les effets provames acetate cyproterone
2652,médecin prescrit norflex pendant semaines douleurs chroniques cou omoplates après jours traitement ressens picotements poitrine spasmes musculaires courbatures normal
2653,prends trinordiol depuis an demi moment meme ième comprimé les blancs règles normal comptais enchainer plaquettes car pars vacances vendredi encours risque
2654,rappel vaccin obligatoire non
2655,ventoline a effet prolongé
2656,psy a dit diminuer lentement deroxat perdu appetit sens vaseuse pris poids toujours ventre gonflé sevrage deroxat
2657,prends pilule triafemi ts les jours h diarrhée a environ min voici questions dois faire
2658,sous effexor depuis mois demi perdu kg demande si vais encore perdre poids
2659,types pilule varnoline
2660,librax ca sert a quoi
2661,deroxat passage millepertuis
2662,quelles indications floxyfral
2663,utilise microval entendu dire cette pilule faisait grossir empechait maigrir
2664,quels les risques faire vaccin gardasil après an premiere relation sexuelle
2665,si remplace seroxat médicament homéopathique genre ignatia sedatif pc cela peut fonctionner
2666,beaucoup nausées ballonnements hier impossible manger hier soir nuit très cool bingo ca matin diarrhées puis prendre
2667,belle soeur enceinte vient rappeler a fait vaccin contre grippe récemment dangereux bebe
2668,dafalgan codéïné rupture stock
2669,quelle alternative xanax
2670,commence traitement homéopathique contre acné si quelque a guéri acné grâce homéopathie aimé savoir bout combien temps ça part définitivement
2671,prends melodia depuis mois ca allait debus mal seins migraine nausées avant avoir regles mal jambes libido quasi inexistantes prise poids semaine mauvaise humeur avant les règles pensez supporte plus pillule
2672,luteran nocif
2673,homéopathie efficace contre les migraines
2674,meddispar instanyl noté délivrable unité déconditionner si retard boîte a système inviolabilité doit vraiment ouvrir boîte spray nasal enlever doses
2675,prise panique angoisse palpitations tremblement effet zoloft
2676,les pilules plus oestrogènes elles plus chance faire grossir poitrine
2677,anafranil dose jour a ok
2678,a quelle catégorie appartient optimizette
2679,huile onagre > mode action
2680,souhaiterai savoir si traitement prozac indiqué tout type dépression
2681,uvedose disponible sans ordonnance
2682,conseils maniere pratiquer injection vaccin grippe
2683,lorazepam
2684,quelles solutions règles douloureuses
2685,devais commencer lutenyl gynéco a dit pouvais arréter pilule cours mois prenais trinordiol donc arrété plaquette bien semaine demi avant regles arrivent ieme jrs régles commencé lutenyl jours rapports peux etre enceinte
2686,trompée pilule adepal etions censés faire attention ami pendant jours a moyennement respecté dois faire test
2687,laroxyl doses faibles stress
2688,quels les divers effets secondaires lutenyl
2689,peut remplacer monoprost manque fabricant latanoprost
2690,protection dès er comprimé gestodene éthinylestradiol
2691,quoi substituer clomid
2692,rotarix administrable chez adulte
2693,e suppose dois attendre certain temps avoir pouvoir avoir rapports minidril
2694,quel principe actif xanax retard xanax
2695,envie avoir règles doivent arriver jours ci solution
2696,délivrance possible produits contenant codéine sans ordonnance
2697,donner atropine collyre enfant ans hauteur goutte deux fois jour les deux yeux constitue dose trop élevée
2698,tolexine peut renseigner medicament
2699,zoloft entraine manque envie manger
2700,ellaone effets secondaires
2701,faire si patient sous aubagio présente dosage plasmatique alat supérieur fois normale
2702,quels les inhibiteurs recapture noradrénaline
2703,temesta prise poids
2704,générique moneva effets indésirables
2705,vogalene grossesse
2706,voudrais savoir combien temps faudrait arreter pilule chasser les hormones espérant corps redevienne normal
2707,méliane libido plaisir
2708,quels effets secondaires parlodel
2709,solian ritaline
2710,connait actaea racemosa
2711,dermato peut prescrire diane
2712,dois faire après oubli pilule varnoline continu
2713,danger pilule daily gé
2714,vaccin contre hepatite b problême mere a sclérose plaques a risque
2715,combien temps peut conserver vaxigrip hors réfrigérateur
2716,dois enchainer les deux plaquettes jasminelle
2717,peut arreter pilule milieu plaquette prends microval
2718,comment arrêter depakine
2719,bonjour peut être dépendant xanax mg x merci répondre
2720,pouvez donner idées sirop homéopathiques améliorer sommeil enfant ans
2721,effexor stresam
2722,sertraline zoloft arrête les règles
2723,séropam peut être utilisé chez bébé
2724,voulai simplement savoir si redevient fertile dès retrait implant
2725,pilule alli encore commercialisée
2726,calcibronat dangereux santé
2727,deux heures après avoir pris tanganil megamag tremblements continuent normal cachets
2728,fait vacciner dtp repevax début octobre voulais savoir recommandé attendre faire bébé combien temps
2729,repris lundi soir comme hab er comprimé or oublié ème donc mercredi soir pris dois faire
2730,pris alcool jeudi soir fais vaccin gardasil samedi matin compatible
2731,bout combien temps les effets secondaires seroplex ils partis
2732,minidril ludeal gé
2733,seropram mois rechute
2734,prend pillule yasmin mois dernier regles durer jours demi mois ci elles durer jours avant elles duraient environ jours dois inquieter normal
2735,lutenyl protégée dès premier comprimé
2736,quand ziprasidone va refaire apparition france
2737,concernant pillule certains médicaments diminuent effet celle ci
2738,revaxis peut être utilisé chez enfant ans
2739,effets secondaires zyprexa
2740,a donné lutran comment fait prendre
2741,phytolacca phosphoricum existe
2742,tardyferon fait grossir
2743,plaie ouverte calendula
2744,mopral quel tarif
2745,qlaira sécheresse vaginale changer sterilet
2746,quel traitement les problèmes coordination
2747,pourquoi les génériques atarax retirés princeps
2748,quelles huiles essentielles conseillez contre les cicatrices
2749,connait fractal vortex g
2750,stilnox provoque hallucinations
2751,les diabétique peuvent prendre sirop sucré
2752,posologie viscéralgine
2753,seroplex antidépresseur
2754,gyneco a prescrit clomid jour jusque dosage clomid jour parait correct sachant ovule habituellement normalement
2755,patient oxomemazine livrais régulièrement klipal codéine quantités acceptables vient plus plus souvent faire
2756,peut avaler subutex lieu sublingual
2757,possible remplacer tercian
2758,a quoi sert stablon
2759,pris récemment citrate bétaïne conseillé faciliter digestion sans savoir maux dûs grossesse viens découvrir quelles peuvent être les conséquences
2760,fait mois arreter luteran mg toujours regles normale
2761,sous daily gé fais spotting lorsque cycle règles devrait déclencher rien normal
2762,a danger si prend trop magnésium trop longtemps
2763,abilify penser assomme
2764,comment fonctionne xenical
2765,pourquoi prescrire mantadix maladie parkinson
2766,sous seropram depuis deja mal temps voilà pris beaucoup poids transpire enormement donc pensé millepertuis compatible seropram
2767,peut vendre ventoline sans ordonnance si patient crise asthme
2768,azilect a effet neuroprotecteur maladie parkinson
2769,peut prendre valaciclovir pendant les grossessses
2770,inexium les ulcères
2771,citalopram va faire perdre poids
2772,effet secondaire tolexine
2773,nécessaire prendre leeloo heure fixe
2774,peut avaler subutex lieu sublingual
2775,grossesse sous aspegic
2776,pillule evepar connait
2777,grave si prends mélodia er jour règles
2778,sous ofloxacine infection urinaire depuis peu livre bas gonfle effet secondaire
2779,méningitec
2780,quel aspect comprimé mémantine
2781,récemment traité acide fusidique vésicules peau fille ans commence montrer les mêmes signes puis appliquer acide fusidique
2782,peut prendre deroxat pendant grossesse
2783,les antidépresseurs dégradent ils cerveau
2784,effexor activité sexuel
2785,combien temps durent les effets deroxat
2786,comment fonctionne primperan
2787,periactine grossir
2788,a médicament trouille avion
2789,association triptan tramadol possible
2790,salut utilise xanax faire face a problemes a ans fais traitement anti dresseur a cause anxieté etat panique medecin a donné seroplex bout qq mois etais guerri moins croyais continuer comme a dit medecin pendant an pendant traitement sentais bien panique stress phobie social souffrais tranquille etais super bien apres avoir arreter bout mois commençé a avoir anxiete mois apres etais exactement meme etat a ans dirais meme pire donc ça a servi a quoi prendre ad si pareil donc moment rentre panique tres vite obligé prendre xanax veille examen exemple repas client breve trucs tout con font rentré panique envie reprendre car envie avoir gosse sais si les ad dangereux les zozos envie aller psy car trop cher donc sais quoi faire essaye affronter sans medoc facil a
2791,lexomil effets secondaires
2792,peut prendre traitements homeo meme temps
2793,deroxat peut resoudre probleme ejaculation precoce
2794,mirena a joué désirs sexuels
2795,effets secondaires dû retrait nexplanon
2796,seroplex insomnie effets sestompent
2797,mildac alcool
2798,cefixime gastro
2799,quels les effets positifs zyprexa mg
2800,pose mirena efficace suite
2801,sous lithium depuis mois voudrais connaitre les effets secondaires
2802,prends pilule minidril samedi finis eme plaquette or depuis deuxieme plaquette 'ai douleurs ventre a partir jour devrais ovuler si etais sous pilule mal ventre dure jusque a regles meme pendant regles cela signifie supporte cette pilule deja prise a ans a epoque exprimais pris deprime cm effet due a cette pilule ms etait cas alors pk mal ventre mtn avt plus ss fatiguée nausées copain a peur enceinte
2803,maladie auto immune vient vaccin hb
2804,après avoir pris ibuprofen dessous oeil niveau cerne mis a gonfler peu gonflement déja arrivé fois avant impossible rappeller si pris avant gonflement leger rouge démangeaisons juste petite enflure met jours a partir pensez nurofen
2805,prends stablon comment savoir quel stade dépression réellement donné
2806,règles arrivée plus tôt après plusieurs oublis pilules dois faire
2807,dépendante codeine comment arrêter
2808,spasmophilie peut être soignée deroxat
2809,pilule adepal comprend mécanisme
2810,question médicament locoïd
2811,bonne idée prescrire monuril femme enceinte
2812,notice daily gé écrit si prend après autre pilule estroprogestative faut commencer dès lendemain dernier comprimé actif
2813,utilise collyre travatan maux tête douleurs les yeux toux aphtes acouphènes dois faire
2814,existe til dépendance seropram
2815,traitement préventif rhinopharyngite a répétition hiver
2816,fiche prozac
2817,effets secondaire spironolactone aldactone
2818,visceralgine mg pourquoi rupture stock
2819,valdoxan quelle asmr
2820,passe sous qlaira quels effets indesirables
2821,allergie effexor
2822,gynéco a prescrit minesse remplacer diane quels les effets secondaires rencontrez minesse a effet libido
2823,maux gorge narines emflammées peu fièvre plus goût odorat horrible courbatures surotut niveau cou prendre part antigrippine
2824,sujet stérilet mirena
2825,quasiment sûr laroxyl donne bourdonnements oreille ototoxique faible dose
2826,vaccin rubeole porteur virus apres vaccinnation
2827,peut trouver vaccin tp dtp italie
2828,anti dépresseurs alcool
2829,a effets lorsque prend a fois lexomil seropram
2830,épouse prend abilify depuis a plus humeur ni bonne ni mauvaise toujours impression tristesse fatigue plus cligne énormément yeux savez si possible dose trop élevé
2831,anti dépresseur alcool
2832,mère prends estreva gel combinaison progestérone effets négatifs
2833,voila sous trinordiol normalement dès demain sor devais avoir regles jusque a fin weekend seulement prefere eviter avoir regles week end a cause peti rencard donc prolongé pilule si demain soir jour normal regles les meme vendredi sure les avoir week end espere etre bien fé comprendre remercie avance reponse
2834,atorvastatine
2835,quelles vitamines mineraux prendre après ans
2836,smecta voie rectal
2837,lumalia identique diane
2838,prend mélodia hier soir pris comprimé place faire
